ra bazar,yeteeem khana,24 min,11.9
ra bazar,awaan town,26 min,13.5
ra bazar,dubai chownk,18 min,9.7
ra bazar,asif block,18 min,9.6
ra bazar,abu bkr chownk,23 min,11.6
ra bazar,usman chownk,33 min,17.5
ra bazar,Butt chownk,26 min,13.6
ra bazar,Faisal Town,16 min,9.4
ra bazar,Chungi amrsandu,13 min,7.0
ra bazar,Ywanaabad,20 min,11.3
ra bazar,kala shah kaku,43 min,39.5
ra bazar,wahdatroad,13 min,7.3
ra bazar,Ichraaa,18 min,10.9
ra bazar,Jnazgah,18 min,10.9
ra bazar,allama iqbal town,22 min,12.1
ra bazar,dubai chownk,18 min,9.7
firdus market,shah tajj market,9 min,4.4
firdus market,walton station,9 min,4.4
firdus market,kalma chowk,7 min,3.6
firdus market,garden town,6 min,2.9
firdus market,shiekh welfare hospital,13 hr 59 min,2.9
firdus market,imamia colony,42 min,20.4
firdus market,ravi pull,33 min,16.5
firdus market,bhatti gate,23 min,11.7
firdus market,old campus,17 min,9.9
firdus market,shahdra station,33 min,16.6
firdus market,shahdara chowk,34 min,16.8
firdus market,kot abdul malik toll plaza,42 min,38.2
firdus market,baghm kot,37 min,18.2
firdus market,basi mor,32 min,17.6
firdus market,shalimar,19 min,12.2
firdus market,mughal pura,19 min,11.6
firdus market,Dhrampora,19 min,11.6
firdus market,Jailroad Pull,10 min,5.8
firdus market,Golbagh,34 min,15.5
firdus market,Taj pura,31 min,15.0
firdus market,Chmra Mandi,24 min,13.2
firdus market,Misri shah,30 min,14.5
firdus market,Duece road,17 min,10.0
firdus market,China Chownk,35 min,16.3
firdus market,Shadman,12 min,6.1
firdus market,Service hospital,17 min,7.7
firdus market,Nadeem chownk,8 min,3.4
firdus market,GPO,17 min,9.9
firdus market,UET,22 min,12.3
firdus market,Simla phari,17 min,9.8
firdus market,Engneering University,31 min,18.6
firdus market,Green Town,22 min,13.3
firdus market,Sadiq Chownk,20 min,11.8
firdus market,Barkat chownk,19 min,8.9
firdus market,Town ship,13 min,7.4
firdus market,Model Town,9 min,4.5
firdus market,General Hospital,12 min,7.8
firdus market,Muslim Town,8 min,3.9
firdus market,Multan Chungi,18 min,10.4
firdus market,Smanabad,17 min,9.1
firdus market,Chuburji,14 min,8.2
firdus market,MOA College,17 min,9.6
firdus market,Sherakot,25 min,13.3
firdus market,Liaqat chownk,20 min,9.3
firdus market,Phela gol chakr samanbad,18 min,8.3
firdus market,masjid kizra,27 min,13.3
firdus market,gulashan ravi,20 min,10.5
firdus market,yeteeem khana,19 min,8.7
firdus market,awaan town,22 min,10.3
firdus market,dubai chownk,13 min,6.5
firdus market,asif block,13 min,6.4
firdus market,abu bkr chownk,19 min,8.9
firdus market,usman chownk,28 min,14.3
firdus market,Butt chownk,21 min,11.0
firdus market,Faisal Town,10 min,6.2
firdus market,Chungi amrsandu,13 min,8.0
firdus market,Ywanaabad,19 min,12.3
firdus market,kala shah kaku,46 min,43.1
firdus market,wahdatroad,7 min,4.1
firdus market,Ichraaa,13 min,7.7
firdus market,Jnazgah,13 min,7.7
firdus market,allama iqbal town,17 min,8.9
firdus market,dubai chownk,13 min,6.5
shah tajj market,kalma chowk,14 min,8.2
shah tajj market,garden town,13 min,7.2
shah tajj market,shiekh welfare hospital,14 hr 4 min,7.2
shah tajj market,imamia colony,50 min,24.6
shah tajj market,ravi pull,41 min,20.7
shah tajj market,bhatti gate,29 min,15.9
shah tajj market,old campus,24 min,14.1
shah tajj market,shahdra station,39 min,20.8
shah tajj market,shahdara chowk,41 min,21.1
shah tajj market,kot abdul malik toll plaza,48 min,42.4
shah tajj market,baghm kot,45 min,22.4
shah tajj market,basi mor,34 min,15.5
shah tajj market,shalimar,21 min,10.1
shah tajj market,mughal pura,25 min,12.6
shah tajj market,Dhrampora,25 min,12.6
shah tajj market,Jailroad Pull,15 min,8.6
shah tajj market,Golbagh,39 min,16.3
shah tajj market,Taj pura,36 min,16.0
shah tajj market,Chmra Mandi,30 min,14.2
shah tajj market,Misri shah,35 min,15.5
shah tajj market,Duece road,23 min,11.0
shah tajj market,China Chownk,38 min,27.3
shah tajj market,Shadman,18 min,10.1
shah tajj market,Service hospital,23 min,11.9
shah tajj market,Nadeem chownk,7 min,2.6
shah tajj market,GPO,24 min,14.1
shah tajj market,UET,28 min,13.2
shah tajj market,Simla phari,22 min,10.8
shah tajj market,Engneering University,36 min,18.5
shah tajj market,Green Town,21 min,12.2
shah tajj market,Sadiq Chownk,20 min,10.7
shah tajj market,Barkat chownk,20 min,9.9
shah tajj market,Town ship,19 min,9.5
shah tajj market,Model Town,15 min,8.7
shah tajj market,General Hospital,10 min,5.1
shah tajj market,Muslim Town,15 min,8.1
shah tajj market,Multan Chungi,25 min,14.6
shah tajj market,Smanabad,24 min,13.4
shah tajj market,Chuburji,22 min,12.4
shah tajj market,MOA College,23 min,13.8
shah tajj market,Sherakot,32 min,17.5
shah tajj market,Liaqat chownk,27 min,13.5
shah tajj market,Phela gol chakr samanbad,17 min,7.5
shah tajj market,masjid kizra,33 min,14.3
shah tajj market,gulashan ravi,26 min,14.8
shah tajj market,yeteeem khana,25 min,12.9
shah tajj market,awaan town,30 min,14.5
shah tajj market,dubai chownk,20 min,10.7
shah tajj market,asif block,19 min,10.7
shah tajj market,abu bkr chownk,21 min,9.9
shah tajj market,usman chownk,35 min,18.5
shah tajj market,Butt chownk,23 min,12.4
shah tajj market,Faisal Town,17 min,10.4
shah tajj market,Chungi amrsandu,11 min,5.3
shah tajj market,Ywanaabad,17 min,9.6
shah tajj market,kala shah kaku,47 min,42.7
shah tajj market,wahdatroad,14 min,8.3
shah tajj market,Ichraaa,20 min,12.0
shah tajj market,Jnazgah,20 min,12.0
shah tajj market,allama iqbal town,24 min,13.2
shah tajj market,dubai chownk,20 min,10.7
walton station,kalma chowk,14 min,8.2
walton station,garden town,13 min,7.2
walton station,shiekh welfare hospital,14 hr 4 min,7.2
walton station,imamia colony,50 min,24.6
walton station,ravi pull,41 min,20.7
walton station,bhatti gate,29 min,15.9
walton station,old campus,24 min,14.1
walton station,shahdra station,40 min,20.8
walton station,shahdara chowk,41 min,21.1
walton station,kot abdul malik toll plaza,49 min,42.4
walton station,baghm kot,45 min,22.4
walton station,basi mor,33 min,24.0
walton station,shalimar,21 min,10.1
walton station,mughal pura,24 min,12.6
walton station,Dhrampora,24 min,12.6
walton station,Jailroad Pull,15 min,8.6
walton station,Golbagh,39 min,16.3
walton station,Taj pura,36 min,16.0
walton station,Chmra Mandi,30 min,14.2
walton station,Misri shah,34 min,15.5
walton station,Duece road,23 min,11.0
walton station,China Chownk,38 min,27.3
walton station,Shadman,18 min,10.1
walton station,Service hospital,23 min,11.9
walton station,Nadeem chownk,7 min,2.6
walton station,GPO,24 min,14.1
walton station,UET,27 min,13.2
walton station,Simla phari,22 min,10.8
walton station,Engneering University,36 min,18.5
walton station,Green Town,22 min,12.2
walton station,Sadiq Chownk,20 min,10.7
walton station,Barkat chownk,21 min,9.9
walton station,Town ship,19 min,9.5
walton station,Model Town,15 min,8.7
walton station,General Hospital,10 min,5.1
walton station,Muslim Town,15 min,8.1
walton station,Multan Chungi,25 min,14.6
walton station,Smanabad,24 min,13.4
walton station,Chuburji,22 min,12.4
walton station,MOA College,24 min,13.8
walton station,Sherakot,33 min,17.5
walton station,Liaqat chownk,27 min,13.5
walton station,Phela gol chakr samanbad,17 min,7.5
walton station,masjid kizra,32 min,14.3
walton station,gulashan ravi,26 min,14.8
walton station,yeteeem khana,25 min,12.9
walton station,awaan town,30 min,14.5
walton station,dubai chownk,20 min,10.7
walton station,asif block,20 min,10.7
walton station,abu bkr chownk,21 min,9.9
walton station,usman chownk,35 min,18.5
walton station,Butt chownk,23 min,12.4
walton station,Faisal Town,17 min,10.4
walton station,Chungi amrsandu,11 min,5.3
walton station,Ywanaabad,17 min,9.6
walton station,kala shah kaku,49 min,42.7
walton station,wahdatroad,14 min,8.3
walton station,Ichraaa,20 min,12.0
walton station,Jnazgah,20 min,12.0
walton station,allama iqbal town,24 min,13.2
walton station,dubai chownk,20 min,10.7
kalma chowk,garden town,3 min,1.4
kalma chowk,shiekh welfare hospital,13 hr 54 min,1.4
kalma chowk,imamia colony,39 min,18.8
kalma chowk,ravi pull,30 min,14.9
kalma chowk,bhatti gate,19 min,10.1
kalma chowk,old campus,14 min,8.3
kalma chowk,shahdra station,29 min,15.0
kalma chowk,shahdara chowk,31 min,15.3
kalma chowk,kot abdul malik toll plaza,39 min,27.2
kalma chowk,baghm kot,34 min,16.6
kalma chowk,basi mor,29 min,16.0
kalma chowk,shalimar,16 min,10.6
kalma chowk,mughal pura,16 min,10.0
kalma chowk,Dhrampora,16 min,10.0
kalma chowk,Jailroad Pull,8 min,5.0
kalma chowk,Golbagh,30 min,14.4
kalma chowk,Taj pura,28 min,13.5
kalma chowk,Chmra Mandi,21 min,11.6
kalma chowk,Misri shah,26 min,13.0
kalma chowk,Duece road,14 min,8.4
kalma chowk,China Chownk,31 min,14.8
kalma chowk,Shadman,9 min,4.5
kalma chowk,Service hospital,15 min,7.4
kalma chowk,Nadeem chownk,14 min,7.9
kalma chowk,GPO,14 min,8.3
kalma chowk,UET,19 min,10.7
kalma chowk,Simla phari,14 min,8.3
kalma chowk,Engneering University,30 min,18.9
kalma chowk,Green Town,24 min,15.2
kalma chowk,Sadiq Chownk,19 min,11.0
kalma chowk,Barkat chownk,18 min,10.0
kalma chowk,Town ship,13 min,8.3
kalma chowk,Model Town,11 min,6.4
kalma chowk,General Hospital,14 min,9.7
kalma chowk,Muslim Town,4 min,2.3
kalma chowk,Multan Chungi,17 min,8.7
kalma chowk,Smanabad,13 min,7.6
kalma chowk,Chuburji,10 min,6.6
kalma chowk,MOA College,13 min,8.0
kalma chowk,Sherakot,22 min,11.7
kalma chowk,Liaqat chownk,18 min,8.9
kalma chowk,Phela gol chakr samanbad,16 min,10.8
kalma chowk,masjid kizra,24 min,11.7
kalma chowk,gulashan ravi,16 min,9.0
kalma chowk,yeteeem khana,17 min,8.4
kalma chowk,awaan town,22 min,10.0
kalma chowk,dubai chownk,11 min,6.2
kalma chowk,asif block,11 min,5.7
kalma chowk,abu bkr chownk,19 min,10.0
kalma chowk,usman chownk,24 min,12.7
kalma chowk,Butt chownk,20 min,11.3
kalma chowk,Faisal Town,9 min,6.5
kalma chowk,Chungi amrsandu,14 min,9.9
kalma chowk,Ywanaabad,20 min,14.2
kalma chowk,kala shah kaku,42 min,24.0
kalma chowk,wahdatroad,4 min,2.5
kalma chowk,Ichraaa,9 min,6.2
kalma chowk,Jnazgah,9 min,6.2
kalma chowk,allama iqbal town,16 min,8.6
kalma chowk,dubai chownk,11 min,6.2
garden town,shiekh welfare hospital,13 hr 54 min,6.2
garden town,imamia colony,39 min,18.3
garden town,ravi pull,30 min,14.4
garden town,bhatti gate,19 min,9.6
garden town,old campus,13 min,7.7
garden town,shahdra station,29 min,14.5
garden town,shahdara chowk,31 min,14.7
garden town,kot abdul malik toll plaza,39 min,26.7
garden town,baghm kot,33 min,16.1
garden town,basi mor,28 min,15.5
garden town,shalimar,15 min,10.1
garden town,mughal pura,15 min,9.5
garden town,Dhrampora,15 min,9.5
garden town,Jailroad Pull,7 min,4.4
garden town,Golbagh,30 min,13.9
garden town,Taj pura,28 min,12.9
garden town,Chmra Mandi,20 min,11.1
garden town,Misri shah,26 min,12.4
garden town,Duece road,13 min,7.9
garden town,China Chownk,31 min,14.2
garden town,Shadman,8 min,3.9
garden town,Service hospital,14 min,5.8
garden town,Nadeem chownk,12 min,6.6
garden town,GPO,13 min,7.7
garden town,UET,18 min,10.1
garden town,Simla phari,13 min,7.7
garden town,Engneering University,29 min,18.0
garden town,Green Town,22 min,13.0
garden town,Sadiq Chownk,18 min,10.1
garden town,Barkat chownk,18 min,9.2
garden town,Town ship,12 min,7.4
garden town,Model Town,9 min,4.2
garden town,General Hospital,13 min,7.5
garden town,Muslim Town,4 min,1.8
garden town,Multan Chungi,16 min,7.1
garden town,Smanabad,13 min,7.0
garden town,Chuburji,10 min,6.1
garden town,MOA College,13 min,7.4
garden town,Sherakot,22 min,11.1
garden town,Liaqat chownk,18 min,7.3
garden town,Phela gol chakr samanbad,16 min,10.2
garden town,masjid kizra,24 min,11.2
garden town,gulashan ravi,16 min,8.4
garden town,yeteeem khana,17 min,6.8
garden town,awaan town,21 min,8.4
garden town,dubai chownk,11 min,4.6
garden town,asif block,10 min,4.1
garden town,abu bkr chownk,18 min,9.2
garden town,usman chownk,24 min,12.2
garden town,Butt chownk,19 min,10.4
garden town,Faisal Town,9 min,5.6
garden town,Chungi amrsandu,13 min,7.7
garden town,Ywanaabad,19 min,12.0
garden town,kala shah kaku,43 min,23.5
garden town,wahdatroad,3 min,2.0
garden town,Ichraaa,9 min,5.6
garden town,Jnazgah,9 min,5.6
garden town,allama iqbal town,15 min,7.0
garden town,dubai chownk,11 min,4.6
shiekh welfare hospital,imamia colony,14 hr 4 min,4.6
shiekh welfare hospital,ravi pull,14 hr 4 min,4.6
shiekh welfare hospital,bhatti gate,14 hr 2 min,4.6
shiekh welfare hospital,shahdra station,14 hr 2 min,4.6
shiekh welfare hospital,kot abdul malik toll plaza,13 hr 46 min,4.6
shiekh welfare hospital,baghm kot,13 hr 54 min,4.6
shiekh welfare hospital,basi mor,14 hr 9 min,4.6
shiekh welfare hospital,shalimar,14 hr 14 min,4.6
shiekh welfare hospital,mughal pura,14 hr 14 min,4.6
shiekh welfare hospital,Dhrampora,14 hr 14 min,4.6
shiekh welfare hospital,Jailroad Pull,14 hr 3 min,4.6
shiekh welfare hospital,Golbagh,14 hr 9 min,4.6
shiekh welfare hospital,Taj pura,14 hr 12 min,4.6
shiekh welfare hospital,Chmra Mandi,14 hr 18 min,4.6
shiekh welfare hospital,Misri shah,14 hr 12 min,4.6
shiekh welfare hospital,Duece road,14 hr 11 min,4.6
shiekh welfare hospital,China Chownk,14 hr 15 min,4.6
shiekh welfare hospital,Shadman,14 hr 2 min,4.6
shiekh welfare hospital,Service hospital,13 hr 51 min,4.6
shiekh welfare hospital,Nadeem chownk,14 hr 15 min,4.6
shiekh welfare hospital,GPO,14 hr 2 min,4.6
shiekh welfare hospital,UET,14 hr 15 min,4.6
shiekh welfare hospital,Simla phari,14 hr 8 min,4.6
shiekh welfare hospital,Engneering University,14 hr 4 min,4.6
shiekh welfare hospital,Green Town,14 hr 7 min,4.6
shiekh welfare hospital,Sadiq Chownk,14 hr 8 min,4.6
shiekh welfare hospital,Barkat chownk,14 hr 6 min,4.6
shiekh welfare hospital,Town ship,14 hr 1 min,4.6
shiekh welfare hospital,Model Town,14 hr 2 min,4.6
shiekh welfare hospital,General Hospital,14 hr 12 min,4.6
shiekh welfare hospital,Multan Chungi,13 hr 54 min,4.6
shiekh welfare hospital,Smanabad,13 hr 52 min,4.6
shiekh welfare hospital,Chuburji,13 hr 53 min,4.6
shiekh welfare hospital,MOA College,13 hr 59 min,4.6
shiekh welfare hospital,Sherakot,13 hr 40 min,4.6
shiekh welfare hospital,Liaqat chownk,13 hr 46 min,4.6
shiekh welfare hospital,Phela gol chakr samanbad,14 hr 14 min,4.6
shiekh welfare hospital,masjid kizra,14 hr 20 min,4.6
shiekh welfare hospital,gulashan ravi,13 hr 46 min,4.6
shiekh welfare hospital,yeteeem khana,13 hr 48 min,4.6
shiekh welfare hospital,awaan town,13 hr 51 min,4.6
shiekh welfare hospital,dubai chownk,13 hr 52 min,4.6
shiekh welfare hospital,asif block,13 hr 54 min,4.6
shiekh welfare hospital,abu bkr chownk,14 hr 6 min,4.6
shiekh welfare hospital,usman chownk,14 hr 1 min,4.6
shiekh welfare hospital,Butt chownk,14 hr 4 min,4.6
shiekh welfare hospital,Faisal Town,13 hr 56 min,4.6
shiekh welfare hospital,Chungi amrsandu,14 hr 12 min,4.6
shiekh welfare hospital,Ywanaabad,14 hr 19 min,4.6
shiekh welfare hospital,kala shah kaku,13 hr 47 min,4.6
shiekh welfare hospital,wahdatroad,14 hr 3 min,4.6
shiekh welfare hospital,Ichraaa,13 hr 56 min,4.6
shiekh welfare hospital,Jnazgah,13 hr 56 min,4.6
shiekh welfare hospital,allama iqbal town,13 hr 51 min,4.6
shiekh welfare hospital,dubai chownk,13 hr 53 min,4.6
imamia colony,ravi pull,24 min,7.1
imamia colony,bhatti gate,24 min,9.5
imamia colony,old campus,27 min,10.7
imamia colony,shahdra station,12 min,3.7
imamia colony,shahdara chowk,18 min,4.4
imamia colony,kot abdul malik toll plaza,26 min,10.7
imamia colony,baghm kot,18 min,4.8
imamia colony,basi mor,30 min,16.8
imamia colony,shalimar,43 min,29.4
imamia colony,mughal pura,42 min,15.2
imamia colony,Dhrampora,42 min,15.2
imamia colony,Jailroad Pull,36 min,15.7
imamia colony,Golbagh,30 min,11.4
imamia colony,Taj pura,34 min,11.3
imamia colony,Chmra Mandi,35 min,12.6
imamia colony,Misri shah,33 min,11.4
imamia colony,Duece road,35 min,14.2
imamia colony,China Chownk,36 min,12.5
imamia colony,Shadman,37 min,15.3
imamia colony,Service hospital,41 min,5
imamia colony,Nadeem chownk,46 min,22.0
imamia colony,GPO,28 min,11.2
imamia colony,UET,39 min,14.3
imamia colony,Simla phari,33 min,13.5
imamia colony,Engneering University,58 min,34.5
imamia colony,Green Town,57 min,30.0
imamia colony,Sadiq Chownk,55 min,26.8
imamia colony,Barkat chownk,55 min,25.3
imamia colony,Town ship,49 min,24.1
imamia colony,Model Town,45 min,21.2
imamia colony,General Hospital,48 min,24.5
imamia colony,Muslim Town,38 min,16.6
imamia colony,Multan Chungi,46 min,5
imamia colony,Smanabad,36 min,5
imamia colony,Chuburji,31 min,5
imamia colony,MOA College,29 min,5
imamia colony,Sherakot,33 min,15.0
imamia colony,Liaqat chownk,38 min,17.3
imamia colony,Phela gol chakr samanbad,42 min,29.3
imamia colony,masjid kizra,41 min,14.2
imamia colony,gulashan ravi,31 min,14.3
imamia colony,yeteeem khana,40 min,16.5
imamia colony,awaan town,43 min,19.0
imamia colony,dubai chownk,41 min,5
imamia colony,asif block,44 min,5
imamia colony,abu bkr chownk,55 min,25.3
imamia colony,usman chownk,25 min,8.0
imamia colony,Butt chownk,55 min,27.1
imamia colony,Faisal Town,45 min,22.3
imamia colony,Chungi amrsandu,48 min,24.7
imamia colony,Ywanaabad,54 min,29.0
imamia colony,kala shah kaku,14 min,7.5
imamia colony,wahdatroad,43 min,18.8
imamia colony,Ichraaa,33 min,5
imamia colony,Jnazgah,33 min,5
imamia colony,allama iqbal town,44 min,5
imamia colony,dubai chownk,42 min,5
ravi pull,bhatti gate,16 min,6.5
ravi pull,old campus,19 min,7.7
ravi pull,shahdra station,9 min,2.3
ravi pull,shahdara chowk,11 min,2.5
ravi pull,kot abdul malik toll plaza,21 min,9.8
ravi pull,baghm kot,12 min,3.0
ravi pull,basi mor,22 min,13.8
ravi pull,shalimar,34 min,26.5
ravi pull,mughal pura,34 min,12.3
ravi pull,Dhrampora,34 min,12.3
ravi pull,Jailroad Pull,27 min,12.8
ravi pull,Golbagh,24 min,7.9
ravi pull,Taj pura,26 min,8.4
ravi pull,Chmra Mandi,27 min,9.7
ravi pull,Misri shah,25 min,8.5
ravi pull,Duece road,26 min,11.3
ravi pull,China Chownk,28 min,9.6
ravi pull,Shadman,29 min,12.4
ravi pull,Service hospital,33 min,5
ravi pull,Nadeem chownk,38 min,19.1
ravi pull,GPO,20 min,8.3
ravi pull,UET,31 min,11.4
ravi pull,Simla phari,25 min,10.6
ravi pull,Engneering University,50 min,31.6
ravi pull,Green Town,49 min,27.0
ravi pull,Sadiq Chownk,47 min,23.9
ravi pull,Barkat chownk,47 min,22.3
ravi pull,Town ship,42 min,21.2
ravi pull,Model Town,37 min,18.2
ravi pull,General Hospital,40 min,21.5
ravi pull,Muslim Town,30 min,13.6
ravi pull,Multan Chungi,36 min,17.6
ravi pull,Smanabad,28 min,5
ravi pull,Chuburji,23 min,5
ravi pull,MOA College,21 min,5
ravi pull,Sherakot,25 min,12.1
ravi pull,Liaqat chownk,29 min,14.3
ravi pull,Phela gol chakr samanbad,35 min,26.4
ravi pull,masjid kizra,33 min,11.2
ravi pull,gulashan ravi,23 min,11.3
ravi pull,yeteeem khana,31 min,13.6
ravi pull,awaan town,35 min,16.0
ravi pull,dubai chownk,33 min,5
ravi pull,asif block,36 min,5
ravi pull,abu bkr chownk,47 min,22.3
ravi pull,usman chownk,17 min,5.1
ravi pull,Butt chownk,47 min,24.2
ravi pull,Faisal Town,37 min,19.4
ravi pull,Chungi amrsandu,40 min,21.7
ravi pull,Ywanaabad,46 min,26.0
ravi pull,kala shah kaku,23 min,11.2
ravi pull,wahdatroad,34 min,15.8
ravi pull,Ichraaa,25 min,10.3
ravi pull,Jnazgah,25 min,10.3
ravi pull,allama iqbal town,36 min,5
ravi pull,dubai chownk,34 min,5
bhatti gate,old campus,6 min,2.0
bhatti gate,shahdra station,18 min,7.4
bhatti gate,shahdara chowk,20 min,7.6
bhatti gate,kot abdul malik toll plaza,30 min,15.2
bhatti gate,baghm kot,22 min,9.0
bhatti gate,basi mor,26 min,16.3
bhatti gate,shalimar,22 min,9.9
bhatti gate,mughal pura,19 min,6.2
bhatti gate,Dhrampora,19 min,6.2
bhatti gate,Jailroad Pull,15 min,7.0
bhatti gate,Golbagh,20 min,5.2
bhatti gate,Taj pura,20 min,5.0
bhatti gate,Chmra Mandi,18 min,7.4
bhatti gate,Misri shah,17 min,4.3
bhatti gate,Duece road,12 min,4.2
bhatti gate,China Chownk,29 min,10.5
bhatti gate,Shadman,17 min,6.6
bhatti gate,Service hospital,20 min,5
bhatti gate,Nadeem chownk,26 min,13.3
bhatti gate,GPO,7 min,2.5
bhatti gate,UET,16 min,6.5
bhatti gate,Simla phari,10 min,3.5
bhatti gate,Engneering University,43 min,27.6
bhatti gate,Green Town,37 min,21.2
bhatti gate,Sadiq Chownk,34 min,18.1
bhatti gate,Barkat chownk,35 min,16.6
bhatti gate,Town ship,28 min,15.4
bhatti gate,Model Town,24 min,12.5
bhatti gate,General Hospital,28 min,15.8
bhatti gate,Muslim Town,18 min,7.9
bhatti gate,Multan Chungi,26 min,5
bhatti gate,Smanabad,15 min,5.5
bhatti gate,Chuburji,10 min,5
bhatti gate,MOA College,8 min,5
bhatti gate,Sherakot,18 min,8.1
bhatti gate,Liaqat chownk,22 min,5
bhatti gate,Phela gol chakr samanbad,22 min,8.5
bhatti gate,masjid kizra,21 min,7.5
bhatti gate,gulashan ravi,16 min,7.3
bhatti gate,yeteeem khana,22 min,5
bhatti gate,awaan town,28 min,5
bhatti gate,dubai chownk,21 min,5
bhatti gate,asif block,23 min,5
bhatti gate,abu bkr chownk,35 min,16.6
bhatti gate,usman chownk,13 min,5.1
bhatti gate,Butt chownk,35 min,18.4
bhatti gate,Faisal Town,25 min,13.6
bhatti gate,Chungi amrsandu,28 min,16.0
bhatti gate,Ywanaabad,34 min,20.3
bhatti gate,kala shah kaku,31 min,16.4
bhatti gate,wahdatroad,22 min,10.0
bhatti gate,Ichraaa,13 min,5
bhatti gate,Jnazgah,13 min,5
bhatti gate,allama iqbal town,23 min,5
bhatti gate,dubai chownk,22 min,5
old campus,shahdra station,17 min,7.4
old campus,shahdara chowk,19 min,7.7
old campus,kot abdul malik toll plaza,29 min,15.0
old campus,baghm kot,21 min,9.0
old campus,basi mor,26 min,12.3
old campus,shalimar,18 min,9.8
old campus,mughal pura,15 min,5.6
old campus,Dhrampora,15 min,5.6
old campus,Jailroad Pull,10 min,4.7
old campus,Golbagh,24 min,9.6
old campus,Taj pura,22 min,8.7
old campus,Chmra Mandi,14 min,6.8
old campus,Misri shah,19 min,8.2
old campus,Duece road,8 min,3.6
old campus,China Chownk,25 min,10.0
old campus,Shadman,10 min,4.7
old campus,Service hospital,16 min,5
old campus,Nadeem chownk,20 min,11.1
old campus,UET,12 min,5.9
old campus,Simla phari,6 min,2.9
old campus,Engneering University,41 min,24.6
old campus,Green Town,32 min,19.8
old campus,Sadiq Chownk,30 min,16.7
old campus,Barkat chownk,28 min,15.5
old campus,Town ship,23 min,13.9
old campus,Model Town,19 min,11.0
old campus,General Hospital,22 min,14.3
old campus,Muslim Town,13 min,6.4
old campus,Multan Chungi,21 min,5
old campus,Smanabad,10 min,5
old campus,Chuburji,6 min,5
old campus,MOA College,3 min,1.4
old campus,Sherakot,16 min,7.8
old campus,Liaqat chownk,18 min,5
old campus,Phela gol chakr samanbad,18 min,7.6
old campus,masjid kizra,17 min,6.9
old campus,gulashan ravi,14 min,5
old campus,yeteeem khana,17 min,5
old campus,awaan town,24 min,5
old campus,dubai chownk,16 min,5
old campus,asif block,18 min,5
old campus,abu bkr chownk,28 min,15.5
old campus,usman chownk,12 min,5.1
old campus,Butt chownk,30 min,17.0
old campus,Faisal Town,20 min,12.2
old campus,Chungi amrsandu,22 min,14.5
old campus,Ywanaabad,29 min,18.8
old campus,kala shah kaku,32 min,16.4
old campus,wahdatroad,17 min,8.6
old campus,Ichraaa,8 min,5
old campus,Jnazgah,8 min,5
old campus,allama iqbal town,19 min,5
old campus,dubai chownk,17 min,5
shahdra station,kot abdul malik toll plaza,17 min,9.8
shahdra station,baghm kot,8 min,3.1
shahdra station,basi mor,18 min,13.0
shahdra station,shalimar,30 min,25.7
shahdra station,mughal pura,29 min,11.5
shahdra station,Dhrampora,29 min,11.5
shahdra station,Jailroad Pull,23 min,12.0
shahdra station,Golbagh,19 min,7.1
shahdra station,Taj pura,22 min,7.6
shahdra station,Chmra Mandi,23 min,8.9
shahdra station,Misri shah,20 min,7.7
shahdra station,Duece road,22 min,10.5
shahdra station,China Chownk,23 min,8.8
shahdra station,Shadman,25 min,11.6
shahdra station,Service hospital,28 min,5
shahdra station,Nadeem chownk,33 min,18.3
shahdra station,GPO,16 min,7.5
shahdra station,UET,26 min,10.6
shahdra station,Simla phari,21 min,9.8
shahdra station,Engneering University,45 min,30.8
shahdra station,Green Town,44 min,26.3
shahdra station,Sadiq Chownk,42 min,23.1
shahdra station,Barkat chownk,44 min,21.6
shahdra station,Town ship,37 min,20.4
shahdra station,Model Town,32 min,17.5
shahdra station,General Hospital,35 min,20.8
shahdra station,Muslim Town,26 min,12.9
shahdra station,Multan Chungi,32 min,16.9
shahdra station,Smanabad,24 min,5
shahdra station,Chuburji,18 min,5
shahdra station,MOA College,17 min,5
shahdra station,Sherakot,20 min,11.3
shahdra station,Liaqat chownk,25 min,13.6
shahdra station,Phela gol chakr samanbad,30 min,25.6
shahdra station,masjid kizra,28 min,10.5
shahdra station,gulashan ravi,19 min,10.6
shahdra station,yeteeem khana,27 min,12.8
shahdra station,awaan town,30 min,15.3
shahdra station,dubai chownk,29 min,5
shahdra station,asif block,32 min,5
shahdra station,abu bkr chownk,44 min,21.6
shahdra station,usman chownk,13 min,4.3
shahdra station,Butt chownk,44 min,23.4
shahdra station,Faisal Town,32 min,18.6
shahdra station,Chungi amrsandu,35 min,21.0
shahdra station,Ywanaabad,42 min,25.3
shahdra station,kala shah kaku,18 min,10.5
shahdra station,wahdatroad,30 min,15.1
shahdra station,Ichraaa,21 min,5
shahdra station,Jnazgah,21 min,5
shahdra station,allama iqbal town,30 min,15.6
shahdra station,dubai chownk,31 min,5
shahdara chowk,kot abdul malik toll plaza,20 min,9.5
shahdara chowk,baghm kot,11 min,2.7
shahdara chowk,basi mor,24 min,14.3
shahdara chowk,shalimar,36 min,26.9
shahdara chowk,mughal pura,34 min,12.7
shahdara chowk,Dhrampora,34 min,12.7
shahdara chowk,Jailroad Pull,29 min,13.2
shahdara chowk,Golbagh,25 min,8.3
shahdara chowk,Taj pura,27 min,8.8
shahdara chowk,Chmra Mandi,29 min,10.1
shahdara chowk,Misri shah,26 min,8.9
